source_name,source_url,reference_year,table_index,row_index,role_name,role_heading_raw,role_group,previous_headings,experience_range,salary_reference_raw,salary_available,salary_min_eur_year,salary_max_eur_year,salary_midpoint_eur_year,equity_min_pct,equity_max_pct,has_equity_component,methodological_note
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,11,1,Data Analyst,Data Analyst,Data,Data Analyst | Data Scientist | Data Engineer | Salarios Data | SRE/DevOps,<2 años,€20–25K,True,20000.0,25000.0,22500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,11,2,Data Analyst,Data Analyst,Data,Data Analyst | Data Scientist | Data Engineer | Salarios Data | SRE/DevOps,2-5 años,€26–35K,True,26000.0,35000.0,30500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,11,3,Data Analyst,Data Analyst,Data,Data Analyst | Data Scientist | Data Engineer | Salarios Data | SRE/DevOps,5-10 años,€36–42K,True,36000.0,42000.0,39000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,11,4,Data Analyst,Data Analyst,Data,Data Analyst | Data Scientist | Data Engineer | Salarios Data | SRE/DevOps,>10 años,€43-50K,True,43000.0,50000.0,46500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,12,1,MLOps,MLOps,Data,MLOps | Data Analyst | Data Scientist | Data Engineer | Salarios Data,<2 años,€25–35K,True,25000.0,35000.0,30000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,12,2,MLOps,MLOps,Data,MLOps | Data Analyst | Data Scientist | Data Engineer | Salarios Data,2-5 años,€36–50K,True,36000.0,50000.0,43000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,12,3,MLOps,MLOps,Data,MLOps | Data Analyst | Data Scientist | Data Engineer | Salarios Data,5-10 años,€51–75K,True,51000.0,75000.0,63000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,12,4,MLOps,MLOps,Data,MLOps | Data Analyst | Data Scientist | Data Engineer | Salarios Data,>10 años,€75-100K,True,75000.0,100000.0,87500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,13,1,Data Architect,Data Architect,,Data Architect | MLOps | Data Analyst | Data Scientist | Data Engineer,<2 años,∅,False,,,,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,13,2,Data Architect,Data Architect,,Data Architect | MLOps | Data Analyst | Data Scientist | Data Engineer,2-5 años,€40-55K,True,40000.0,55000.0,47500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,13,3,Data Architect,Data Architect,,Data Architect | MLOps | Data Analyst | Data Scientist | Data Engineer,5-10 años,€56-75K,True,56000.0,75000.0,65500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,13,4,Data Architect,Data Architect,,Data Architect | MLOps | Data Analyst | Data Scientist | Data Engineer,>10 años,€75-100K,True,75000.0,100000.0,87500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,14,1,Software Architect,Salarios Software Architect,liderazgo técnico,Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps | Data Analyst,<2 años,∅,False,,,,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,14,2,Software Architect,Salarios Software Architect,liderazgo técnico,Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps | Data Analyst,2-5 años,€40-50K,True,40000.0,50000.0,45000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,14,3,Software Architect,Salarios Software Architect,liderazgo técnico,Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps | Data Analyst,5-10 años,€51-75K,True,51000.0,75000.0,63000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,14,4,Software Architect,Salarios Software Architect,liderazgo técnico,Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps | Data Analyst,>10 años,€75-100K,True,75000.0,100000.0,87500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,15,1,Tech Lead,Salarios Tech Lead,liderazgo técnico,Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps,<2 años,∅,False,,,,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,15,2,Tech Lead,Salarios Tech Lead,liderazgo técnico,Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps,2-5 años,€40-50K,True,40000.0,50000.0,45000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,15,3,Tech Lead,Salarios Tech Lead,liderazgo técnico,Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps,5-10 años,€51-65K,True,51000.0,65000.0,58000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,15,4,Tech Lead,Salarios Tech Lead,liderazgo técnico,Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps,>10 años,€65-80K,True,65000.0,80000.0,72500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,16,1,Staff Engineer,Salarios Staff Engineer,liderazgo técnico,Salarios Staff Engineer | Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect,5-10 años,€65-85K,True,65000.0,85000.0,75000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,16,2,Staff Engineer,Salarios Staff Engineer,liderazgo técnico,Salarios Staff Engineer | Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect,>10 años,€86-120K,True,86000.0,120000.0,103000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,17,1,Engineering Manager,Salarios Engineering Manager,liderazgo técnico,Salarios Engineering Manager | Salarios Staff Engineer | Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico,5-10 años,€60-85K,True,60000.0,85000.0,72500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,17,2,Engineering Manager,Salarios Engineering Manager,liderazgo técnico,Salarios Engineering Manager | Salarios Staff Engineer | Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico,>10 años,€86-110K,True,86000.0,110000.0,98000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,18,1,VP of Engineering,Salarios VP of Engineering,,Salarios VP of Engineering | Salarios Engineering Manager | Salarios Staff Engineer | Salarios Tech Lead | Salarios Software Architect,5-10 años,€75-110K + 0.1/0.5%,True,75000.0,110000.0,92500.0,0.1,0.5,True,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,18,2,VP of Engineering,Salarios VP of Engineering,,Salarios VP of Engineering | Salarios Engineering Manager | Salarios Staff Engineer | Salarios Tech Lead | Salarios Software Architect,>10 años,€110-150K + 0.2/1.0%,True,110000.0,150000.0,130000.0,0.2,1.0,True,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,19,1,CTO/ Head of Engineering,Salarios CTO/ Head of Engineering,,Salarios CTO/ Head of Engineering | Salarios VP of Engineering | Salarios Engineering Manager | Salarios Staff Engineer | Salarios Tech Lead,5-10 años,€55-90K + 0.5/3%,True,55000.0,90000.0,72500.0,0.5,3.0,True,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,19,2,CTO/ Head of Engineering,Salarios CTO/ Head of Engineering,,Salarios CTO/ Head of Engineering | Salarios VP of Engineering | Salarios Engineering Manager | Salarios Staff Engineer | Salarios Tech Lead,>10 años,€91-140K + 0.3/1.5%,True,91000.0,140000.0,115500.0,0.3,1.5,True,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,20,1,Product Manager,Salarios Product Manager,Producto,Salarios Product Manager | Salarios Producto | Salarios CTO/ Head of Engineering | Salarios VP of Engineering | Salarios Engineering Manager,<2 años,∅,False,,,,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,20,2,Product Manager,Salarios Product Manager,Producto,Salarios Product Manager | Salarios Producto | Salarios CTO/ Head of Engineering | Salarios VP of Engineering | Salarios Engineering Manager,2-5 años,€31-45K,True,31000.0,45000.0,38000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,20,3,Product Manager,Salarios Product Manager,Producto,Salarios Product Manager | Salarios Producto | Salarios CTO/ Head of Engineering | Salarios VP of Engineering | Salarios Engineering Manager,5-10 años,€46-55K,True,46000.0,55000.0,50500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,20,4,Product Manager,Salarios Product Manager,Producto,Salarios Product Manager | Salarios Producto | Salarios CTO/ Head of Engineering | Salarios VP of Engineering | Salarios Engineering Manager,>10 años,€55-80K,True,55000.0,80000.0,67500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,21,1,Product Designer,Salarios Product Designer,Producto,Salarios Product Designer | Salarios Product Manager | Salarios Producto | Salarios CTO/ Head of Engineering | Salarios VP of Engineering,<2 años,€20-25K,True,20000.0,25000.0,22500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,21,2,Product Designer,Salarios Product Designer,Producto,Salarios Product Designer | Salarios Product Manager | Salarios Producto | Salarios CTO/ Head of Engineering | Salarios VP of Engineering,2-5 años,€26-30K,True,26000.0,30000.0,28000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,21,3,Product Designer,Salarios Product Designer,Producto,Salarios Product Designer | Salarios Product Manager | Salarios Producto | Salarios CTO/ Head of Engineering | Salarios VP of Engineering,5-10 años,€31-40K,True,31000.0,40000.0,35500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,21,4,Product Designer,Salarios Product Designer,Producto,Salarios Product Designer | Salarios Product Manager | Salarios Producto | Salarios CTO/ Head of Engineering | Salarios VP of Engineering,>10 años,€41-50K,True,41000.0,50000.0,45500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,22,1,Security/ Cybersecurity Engineer,Salarios Security/ Cybersecurity Engineer,ciberseguridad,Salarios Security/ Cybersecurity Engineer | Salarios ciberseguridad | Salarios Product Designer | Salarios Product Manager | Salarios Producto,<2 años,€25-30K,True,25000.0,30000.0,27500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,22,2,Security/ Cybersecurity Engineer,Salarios Security/ Cybersecurity Engineer,ciberseguridad,Salarios Security/ Cybersecurity Engineer | Salarios ciberseguridad | Salarios Product Designer | Salarios Product Manager | Salarios Producto,2-5 años,€31-40K,True,31000.0,40000.0,35500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,22,3,Security/ Cybersecurity Engineer,Salarios Security/ Cybersecurity Engineer,ciberseguridad,Salarios Security/ Cybersecurity Engineer | Salarios ciberseguridad | Salarios Product Designer | Salarios Product Manager | Salarios Producto,5-10 años,€41-55K,True,41000.0,55000.0,48000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,22,4,Security/ Cybersecurity Engineer,Salarios Security/ Cybersecurity Engineer,ciberseguridad,Salarios Security/ Cybersecurity Engineer | Salarios ciberseguridad | Salarios Product Designer | Salarios Product Manager | Salarios Producto,>10 años,€56-80K,True,56000.0,80000.0,68000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
